ha	UH	ha
.	SENT	.
tickle	VVG	<unknown>
my	PP$	my
other	JJ	other
arm	NN	arm
.	SENT	.
yeah	UH	yeah
.	SENT	.
put	VV	put
these	DT	this
there	RB	there
.	SENT	.
put	VV	put
these	DT	this
there	RB	there
.	SENT	.
yeah	UH	yeah
.	SENT	.
put	VV	put
these	DT	this
in	NN	in
the	DT	the
sink	NN	sink
.	SENT	.
these	DT	this
in	NN	in
the	DT	the
sink	NN	sink
.	SENT	.
these	DT	this
in	NN	in
the	DT	the
sink	NN	sink
.	SENT	.
these	DT	this
in	NN	in
the	DT	the
sink	NN	sink
.	SENT	.
these	DT	this
in	NN	in
the	DT	the
sink	NN	sink
.	SENT	.
these	DT	this
in	NN	in
the	DT	the
sink	NN	sink
.	SENT	.
there	RB	there
.	SENT	.
there	RB	there
.	SENT	.
go	VV	go
in	IN	in
.	SENT	.
a	DT	a
boat	NN	boat
.	SENT	.
no	DT	no
.	SENT	.
Mary	NP	mary
has	VHZ	have
been	VBN	be
be	VB	be
.	SENT	.
jump	NN	jump
.	SENT	.
I	PP	i
splashed	VVD	splash
.	SENT	.
Yankee	NP	yankee
Doodle	NP	doodle
went	VVD	go
to	TO	to
town	NN	town
.	SENT	.
riding	VVG	ride
on	IN	on
a	DT	a
pony	NN	pony
.	SENT	.
and	CC	and
called	VVN	call
it	PP	it
.	SENT	.
I	PP	i
'm	VBP	be
jumping	VVG	jump
.	SENT	.
called	VVN	call
it	PP	it
macaroni	NNS	macaroni
.	SENT	.
I	PP	i
'm	VBP	be
jumping	VVG	jump
.	SENT	.
I	PP	i
jump	VVP	jump
.	SENT	.
Yankee	NP	yankee
Doodle	NP	doodle
went	VVD	go
to	TO	to
town	NN	town
.	SENT	.
riding	VVG	ride
on	IN	on
a	DT	a
pony	NN	pony
.	SENT	.
I	PP	i
wanna	VVP	wanna
get	VV	get
out	IN	out
.	SENT	.
uh	UH	uh
get	VV	get
out	IN	out
.	SENT	.
no	DT	no
.	SENT	.
child	NN	child
.	SENT	.
swimming	VVG	swim
.	SENT	.
child	NN	child
swimming	VVG	swim
.	SENT	.
child	NN	child
swimming	VVG	swim
.	SENT	.
child	NN	child
swimming	VVG	swim
.	SENT	.
I	PP	i
drink	VVP	drink
water	NN	water
.	SENT	.
I	PP	i
get	VVP	get
it	PP	it
.	SENT	.
I	PP	i
get	VVP	get
in	IN	in
nose	NN	nose
.	SENT	.
I	PP	i
get	VVP	get
in	IN	in
my	PP$	my
nose	NN	nose
.	SENT	.
Ma	NP	ma
get	VV	get
me	PP	me
.	SENT	.
wanna	VV	wanna
get	VV	get
out	IN	out
.	SENT	.
I	PP	i
wanna	VVP	wanna
get	VV	get
out	IN	out
.	SENT	.
I	PP	i
get	VVP	get
in	IN	in
nose	NN	nose
.	SENT	.
yeah	UH	yeah
.	SENT	.
do	VVP	do
n't	RB	not
clean	JJ	clean
my	PP$	my
hair	NN	hair
out	IN	out
.	SENT	.
I	PP	i
sneeze	VVP	sneeze
again	RB	again
.	SENT	.
yeah	UH	yeah
.	SENT	.
yeah	UH	yeah
.	SENT	.
byebye	NP	byebye
Nomi	NP	nomi
.	SENT	.
yeah	UH	yeah
.	SENT	.
yes	UH	yes
.	SENT	.
I	PP	i
did	VVD	do
.	SENT	.
rope	NN	rope
.	SENT	.
I	PP	i
been	VBN	be
fighting	VVG	fight
.	SENT	.
yeah	UH	yeah
.	SENT	.
yeah	UH	yeah
.	SENT	.
go	VV	go
.	SENT	.
cry	NN	cry
.	SENT	.
yeah	UH	yeah
.	SENT	.
yeah	UH	yeah
.	SENT	.
yeah	UH	yeah
.	SENT	.
I	PP	i
sorry	JJ	sorry
.	SENT	.
drink	NN	drink
that	DT	that
cocoa	NN	cocoa
again	RB	again
.	SENT	.
drink	NN	drink
that	DT	that
cocoa	NN	cocoa
again	RB	again
.	SENT	.
drink	VV	drink
your	PP$	your
cocoa	NN	cocoa
again	RB	again
.	SENT	.
drink	NN	drink
it	PP	it
all	DT	all
up	IN	up
.	SENT	.
yeah	UH	yeah
.	SENT	.
fechpuntudla	NN	fechpuntudla
.	SENT	.
gantagutlala	NN	gantagutlala
.	SENT	.
that	DT	that
's	VVZ	's
hard	JJ	hard
word	NN	word
.	SENT	.
that	DT	that
's	VVZ	's
hard	JJ	hard
.	SENT	.
yeah	UH	yeah
.	SENT	.
wootsa	NN	wootsa
gootla	NN	gootla
.	SENT	.
I	PP	i
want	VVP	want
it	PP	it
.	SENT	.
uh	UH	uh
that	IN	that
.	SENT	.
a	DT	a
mushroom	NN	mushroom
up	IN	up
.	SENT	.
mushroom	NN	mushroom
up	IN	up
.	SENT	.
I	PP	i
eating	VVG	eat
up	IN	up
mushrooms	NNS	mushroom
.	SENT	.
mushrooms	NNS	mushroom
.	SENT	.
mushroom	NN	mushroom
.	SENT	.
that	DT	that
's	VVZ	's
right	NN	right
.	SENT	.
eating	VVG	eat
up	IN	up
.	SENT	.
chop	NN	chop
chee	NN	chee
.	SENT	.
ching	VVG	<unknown>
chong	NN	chong
.	SENT	.
chomp	NN	chomp
chomp	NN	chomp
.	SENT	.
not	RB	not
chomping	VVG	chomp
.	SENT	.
beans	NNS	bean
.	SENT	.
I	PP	i
want	VVP	want
beans	NNS	bean
.	SENT	.
what	WP	what
's	VVZ	's
these	DT	this
?	SENT	?
mushrooms	NNS	mushroom
?	SENT	?
one	CD	one
on	IN	on
my	PP$	my
.	SENT	.
my	PP$	my
plate	NN	plate
.	SENT	.
where	WRB	where
's	POS	's
?	SENT	?
where	WRB	where
's	POS	's
?	SENT	?
where	WRB	where
's	POS	's
plate	NN	plate
?	SENT	?
I	PP	i
like	VVP	like
some	DT	some
mushroom	NN	mushroom
.	SENT	.
I	PP	i
can	MD	can
n't	RB	not
pick	VV	pick
up	IN	up
some	DT	some
mushroom	NN	mushroom
.	SENT	.
yeah	UH	yeah
.	SENT	.
I	PP	i
pick	VVP	pick
up	IN	up
the	DT	the
mushroom	NN	mushroom
.	SENT	.
I	PP	i
'm	VBP	be
all	DT	all
done	VVN	do
.	SENT	.
I	PP	i
'm	VBP	be
done	VVN	do
.	SENT	.
I	PP	i
'm	VBP	be
done	VVN	do
.	SENT	.
I	PP	i
be	VBP	be
all	DT	all
done	VVN	do
.	SENT	.
yeah	UH	yeah
.	SENT	.
all	DT	all
done	VVN	do
.	SENT	.
all	DT	all
done	VVN	do
.	SENT	.
all	DT	all
done	VVN	do
.	SENT	.
all	DT	all
done	VVN	do
.	SENT	.
all	DT	all
done	VVN	do
.	SENT	.
where	WRB	where
's	POS	's
my	PP$	my
Daddy	NP	daddy
going	VVG	go
?	SENT	?
uh	UH	uh
see	VV	see
.	SENT	.
uh	UH	uh
see	VV	see
.	SENT	.
uh	UH	uh
see	VV	see
.	SENT	.
yes	UH	yes
.	SENT	.
no	DT	no
.	SENT	.
deem	VVP	deem
.	SENT	.
deem	VVP	deem
dum	VVG	<unknown>
.	SENT	.
dum	NN	dum
deem	VVP	deem
.	SENT	.
I	PP	i
knocked	VVD	knock
my	PP$	my
Friar	NN	friar
Tuck	NP	tuck
down	RB	down
.	SENT	.
do	VVP	do
n't	RB	not
put	VV	put
it	PP	it
on	IN	on
the	DT	the
table	NN	table
.	SENT	.
Friar	NN	friar
Tuck	NP	tuck
.	SENT	.
who	WP	who
's	VVZ	's
that	IN	that
?	SENT	?
Pocahontis	NP	pocahontis
?	SENT	?
Pocahontis	NP	pocahontis
.	SENT	.
Pocahontis	NP	pocahontis
.	SENT	.
her	PP$	her
fall	NN	fall
down	RP	down
the	DT	the
table	NN	table
.	SENT	.
yeah	UH	yeah
.	SENT	.
I	PP	i
see	VVP	see
Friar	NN	friar
Tuck	NP	tuck
.	SENT	.
loop	NN	loop
.	SENT	.
loop	NN	loop
.	SENT	.
loop	NN	loop
.	SENT	.
loop	NN	loop
.	SENT	.
loop	NN	loop
.	SENT	.
loop	NN	loop
.	SENT	.
loop	NN	loop
.	SENT	.
say	VVP	say
loop	NN	loop
to	TO	to
that	IN	that
.	SENT	.
say	VVP	say
loop	NN	loop
to	TO	to
that	IN	that
.	SENT	.
say	VVP	say
loop	NN	loop
to	TO	to
that	IN	that
.	SENT	.
say	VVP	say
loop	NN	loop
to	TO	to
that	IN	that
.	SENT	.
loop	NN	loop
to	TO	to
that	IN	that
.	SENT	.
loop	NN	loop
to	TO	to
that	IN	that
.	SENT	.
loop	NN	loop
.	SENT	.
loop	NN	loop
.	SENT	.
you	PP	you
say	VVP	say
loop	NN	loop
.	SENT	.
five	CD	five
.	SENT	.
five	CD	five
five	CD	five
six	CD	six
.	SENT	.
do	VVP	do
my	PP$	my
head	NN	head
.	SENT	.
do	VVP	do
my	PP$	my
head	NN	head
.	SENT	.
I	PP	i
wanna	VVP	wanna
play	VV	play
with	IN	with
that	DT	that
.	SENT	.
what	WP	what
?	SENT	?
what	WP	what
?	SENT	?
what	WP	what
time	NN	time
is	VBZ	be
it	PP	it
?	SENT	?
let	VV	let
me	PP	me
play	VV	play
with	IN	with
it	PP	it
.	SENT	.
let	VV	let
.	SENT	.
let	VV	let
me	PP	me
.	SENT	.
let	VV	let
me	PP	me
play	VV	play
with	IN	with
it	PP	it
.	SENT	.
let	VV	let
me	PP	me
play	VV	play
with	IN	with
it	PP	it
.	SENT	.
let	VV	let
me	PP	me
play	VV	play
with	IN	with
it	PP	it
.	SENT	.
I	PP	i
want	VVP	want
it	PP	it
.	SENT	.
I	PP	i
want	VVP	want
there	EX	there
Mary	NP	mary
.	SENT	.
I	PP	i
can	MD	can
n't	RB	not
sing	VV	sing
Mary	NP	mary
had	VHD	have
a	DT	a
little	JJ	little
lamb	NN	lamb
.	SENT	.
yeah	UH	yeah
.	SENT	.
what	WP	what
color	NN	color
was	VBD	be
the	DT	the
fleece	NN	fleece
?	SENT	?
white	JJ	white
as	IN	as
snow	NN	snow
.	SENT	.
I	PP	i
got	VVD	get
a	DT	a
washcloth	NN	washcloth
.	SENT	.
I	PP	i
got	VVD	get
a	DT	a
brown	JJ	brown
one	CD	one
.	SENT	.
take	VV	take
it	PP	it
.	SENT	.
take	VV	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
take	NN	take
it	PP	it
off	IN	off
.	SENT	.
dirty	JJ	dirty
.	SENT	.
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
I	PP	i
mean	VVP	mean
it	PP	it
!	SENT	!
good	JJ	good
boy	NN	boy
.	SENT	.
that	DT	that
's	VVZ	's
a	DT	a
good	JJ	good
boy	NN	boy
.	SENT	.
that	DT	that
's	VVZ	's
a	DT	a
good	JJ	good
boy	NN	boy
.	SENT	.
that	DT	that
's	VVZ	's
a	DT	a
good	JJ	good
boy	NN	boy
.	SENT	.
that	DT	that
's	VVZ	's
a	DT	a
good	JJ	good
boy	NN	boy
.	SENT	.
that	DT	that
's	VVZ	's
a	DT	a
good	JJ	good
boy	NN	boy
.	SENT	.
that	DT	that
's	VVZ	's
a	DT	a
good	JJ	good
boy	NN	boy
.	SENT	.
I	PP	i
'm	VBP	be
changing	VVG	change
me	PP	me
.	SENT	.
I	PP	i
'm	VBP	be
changing	VVG	change
me	PP	me
.	SENT	.
girl	NN	girl
sleeping	VVG	sleep
.	SENT	.
good	JJ	good
boy	NN	boy
.	SENT	.
that	DT	that
's	VVZ	's
a	DT	a
good	JJ	good
boy	NN	boy
doing	VVG	do
that	IN	that
.	SENT	.
my	PP$	my
Raggedy	NP	raggedy
Ann	NP	ann
going	VVG	go
to	TO	to
sleep	VV	sleep
.	SENT	.
I	PP	i
better	JJR	better
.	SENT	.
just	RB	just
a	DT	a
minute	NN	minute
.	SENT	.
just	RB	just
a	DT	a
minute	NN	minute
.	SENT	.
just	RB	just
a	DT	a
minute	NN	minute
.	SENT	.
just	RB	just
a	DT	a
minute	NN	minute
.	SENT	.
just	RB	just
a	DT	a
minute	NN	minute
.	SENT	.
I	PP	i
wanna	VVP	wanna
sit	VV	sit
with	IN	with
Raggedy	NP	raggedy
Ann	NP	ann
.	SENT	.
loving	JJ	love
him	PP	him
.	SENT	.
picicle	NN	picicle
.	SENT	.
I	PP	i
got	VVD	get
a	DT	a
picicle	NN	picicle
.	SENT	.
I	PP	i
come	VVP	come
back	RB	back
again	RB	again
.	SENT	.
get	VV	get
some	DT	some
more	JJR	more
.	SENT	.
okay	JJ	okay
?	SENT	?
want	VVP	want
a	DT	a
pink	JJ	pink
one	CD	one
?	SENT	?
okay	JJ	okay
.	SENT	.
that	DT	that
's	VVZ	's
an	DT	a
orange	JJ	orange
one	CD	one
.	SENT	.
here	RB	here
's	POS	's
green	JJ	green
one	CD	one
.	SENT	.
that	DT	that
's	VVZ	's
a	DT	a
picicle	NN	picicle
there	RB	there
.	SENT	.
that	DT	that
's	VVZ	's
a	DT	a
picicle	NN	picicle
there	RB	there
?	SENT	?
I	PP	i
take	VVP	take
the	DT	the
picicles	NNS	<unknown>
.	SENT	.
can	MD	can
stand	VV	stand
on	IN	on
this	DT	this
?	SENT	?
what	WP	what
're	VVP	're
you	PP	you
doing	VVG	do
?	SENT	?
come	VV	come
see	VV	see
that	IN	that
big	JJ	big
hole	NN	hole
.	SENT	.
can	MD	can
go	VV	go
over	IN	over
there	RB	there
?	SENT	?
I	PP	i
go	VVP	go
over	IN	over
that	DT	that
rug	NN	rug
.	SENT	.
I	PP	i
trip	NN	trip
on	IN	on
it	PP	it
.	SENT	.
hey	UH	hey
.	SENT	.
I	PP	i
jump	VVP	jump
on	IN	on
it	PP	it
.	SENT	.
dong	NN	dong
ding	VVG	<unknown>
.	SENT	.
I	PP	i
put	VVP	put
my	PP$	my
feet	NNS	foot
on	IN	on
it	PP	it
.	SENT	.
dark	JJ	dark
outside	IN	outside
.	SENT	.
yeah	UH	yeah
.	SENT	.
it	PP	it
's	VVZ	's
dark	JJ	dark
outside	IN	outside
dark	JJ	dark
outside	IN	outside
.	SENT	.
yeah	UH	yeah
.	SENT	.
yeah	UH	yeah
.	SENT	.
I	PP	i
better	JJR	better
wear	VV	wear
shoes	NNS	shoe
.	SENT	.
I	PP	i
better	JJR	better
wear	VV	wear
shoes	NNS	shoe
with	IN	with
my	PP$	my
feet	NNS	foot
.	SENT	.
you	PP	you
will	MD	will
kick	VV	kick
my	PP$	my
feet	NNS	foot
again	RB	again
.	SENT	.
I	PP	i
shoo	VVP	shoo
the	DT	the
bug	NN	bug
away	RB	away
.	SENT	.
I	PP	i
shoo	VVP	shoo
the	DT	the
bug	NN	bug
away	RB	away
.	SENT	.
screens	NNS	screen
.	SENT	.
screens	NNS	screen
.	SENT	.
screens	NNS	screen
.	SENT	.
screens	NNS	screen
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
what	WP	what
's	VVZ	's
that	IN	that
?	SENT	?
latch	NN	latch
for	IN	for
the	DT	the
window	NN	window
?	SENT	?
hey	UH	hey
bee	NN	bee
.	SENT	.
I	PP	i
pull	VVP	pull
paper	NN	paper
off	IN	off
.	SENT	.
e	NN	e
.	SENT	.
i	NN	i
.	SENT	.
oh	UH	oh
ah	UH	ah
.	SENT	.
hi	VV	hi
.	SENT	.
ah	UH	ah
.	SENT	.
this	DT	this
.	SENT	.
like	IN	like
this	DT	this
.	SENT	.
I	PP	i
spank	VVP	spank
her	PP$	her
.	SENT	.
no	DT	no
!	SENT	!
do	VVP	do
n't	RB	not
need	VV	need
that	DT	that
book	NN	book
.	SENT	.
night	NN	night
night	NN	night
time	NN	time
.	SENT	.
gon	VVG	gon
na	TO	na
read	VV	read
a	DT	a
book	NN	book
.	SENT	.
spank	NN	spank
you	PP	you
!	SENT	!
who	WP	who
's	VVZ	's
in	IN	in
there	RB	there
?	SENT	?
who	WP	who
's	VVZ	's
in	IN	in
there	RB	there
?	SENT	?
who	WP	who
's	VVZ	's
in	IN	in
there	RB	there
?	SENT	?
who	WP	who
's	VVZ	's
in	IN	in
there	RB	there
?	SENT	?
night	NN	night
night	NN	night
time	NN	time
.	SENT	.
it	PP	it
's	VVZ	's
night	NN	night
night	NN	night
time	NN	time
.	SENT	.
it	PP	it
's	VVZ	's
night	NN	night
night	NN	night
time	NN	time
.	SENT	.
it	PP	it
's	VVZ	's
night	NN	night
night	NN	night
time	NN	time
.	SENT	.
he	PP	he
hit	VVD	hit
somebody	NN	somebody
.	SENT	.
he	PP	he
hit	VVD	hit
somebody	NN	somebody
.	SENT	.
he	PP	he
hit	VVD	hit
somebody	NN	somebody
.	SENT	.
he	PP	he
hit	VVD	hit
somebody	NN	somebody
.	SENT	.
bad	JJ	bad
!	SENT	!
I	PP	i
spank	VVP	spank
him	PP	him
!	SENT	!
I	PP	i
better	JJR	better
put	VV	put
him	PP	him
to	TO	to
sleep	VV	sleep
.	SENT	.
naughty	JJ	naughty
boy	NN	boy
.	SENT	.
naughty	JJ	naughty
boy	NN	boy
.	SENT	.
naughty	JJ	naughty
boy	NN	boy
.	SENT	.
naughty	JJ	naughty
boy	NN	boy
.	SENT	.
put	VV	put
him	PP	him
to	TO	to
sleep	VV	sleep
.	SENT	.
where	WRB	where
you	PP	you
going	VVG	go
?	SENT	?
Mommy	NP	mommy
,	,	,
put	VV	put
my	PP$	my
shoes	NNS	shoe
on	IN	on
.	SENT	.
oh	UH	oh
,	,	,
no	DT	no
.	SENT	.
I	PP	i
'm	VBP	be
too	RB	too
heavy	JJ	heavy
.	SENT	.
yeah	UH	yeah
.	SENT	.
no	DT	no
,	,	,
I	PP	i
can	MD	can
n't	RB	not
.	SENT	.
someone	NN	someone
ate	VVD	eat
my	PP$	my
shoes	NNS	shoe
.	SENT	.
yeah	UH	yeah
.	SENT	.
coffee	NN	coffee
in	IN	in
there	RB	there
.	SENT	.
I	PP	i
drank	VVD	drink
it	PP	it
.	SENT	.
can	MD	can
.	SENT	.
underwear	NN	underwear
.	SENT	.
pants	NNS	pant
.	SENT	.
one	CD	one
two	CD	two
three	CD	three
four	CD	four
.	SENT	.
you	PP	you
have	VHP	have
a	DT	a
bigger	JJR	big
spoon	NN	spoon
.	SENT	.
I	PP	i
have	VHP	have
a	DT	a
little	JJ	little
spoon	NN	spoon
.	SENT	.
Eric	NP	eric
was	VBD	be
n't	RB	not
looking	VVG	look
at	IN	at
me	PP	me
.	SENT	.
hiding	VVG	hide
me	PP	me
.	SENT	.
running	VVG	run
around	IN	around
.	SENT	.
we	PP	we
're	VVP	're
not	RB	not
going	VVG	go
to	TO	to
bed	VV	bed
.	SENT	.
we	PP	we
're	VVP	're
not	RB	not
going	VVG	go
to	TO	to
bed	VV	bed
.	SENT	.
this	DT	this
not	RB	not
yours	PP	yours
.	SENT	.
this	DT	this
is	VBZ	be
not	RB	not
yours	PP	yours
.	SENT	.
this	DT	this
is	VBZ	be
cool	JJ	cool
.	SENT	.
it	PP	it
's	VVZ	's
not	RB	not
hot	JJ	hot
.	SENT	.
it	PP	it
has	VHZ	have
sugar	NN	sugar
in	IN	in
it	PP	it
.	SENT	.
and	CC	and
milk	NN	milk
in	IN	in
it	PP	it
.	SENT	.
we	PP	we
're	VVP	're
breakfast	NN	breakfast
now	RB	now
.	SENT	.
we	PP	we
're	VVP	're
not	RB	not
having	VHG	have
now	RB	now
.	SENT	.
we	PP	we
're	VVP	're
having	VHG	have
breakfast	NN	breakfast
now	RB	now
.	SENT	.
you	PP	you
got	VVD	get
a	DT	a
bigger	JJR	big
one	CD	one
.	SENT	.
you	PP	you
got	VVD	get
a	DT	a
bigger	JJR	big
one	CD	one
.	SENT	.
what	WP	what
's	VVZ	's
that	IN	that
doing	VVG	do
in	IN	in
my	PP$	my
ear	NN	ear
?	SENT	?
not	RB	not
warm	JJ	warm
.	SENT	.
it	PP	it
's	VVZ	's
a	DT	a
little	JJ	little
bit	NN	bite
hot	JJ	hot
.	SENT	.
it	PP	it
's	VVZ	's
a	DT	a
little	JJ	little
bit	NN	bite
hot	JJ	hot
.	SENT	.
whisper	NN	whisper
a	DT	a
little	JJ	little
bit	NN	bite
.	SENT	.
Eric	NP	eric
was	VBD	be
running	VVG	run
around	IN	around
.	SENT	.
with	IN	with
me	PP	me
.	SENT	.
we	PP	we
're	VVP	're
not	RB	not
going	VVG	go
to	TO	to
Cathy	NP	cathy
.	SENT	.
too	RB	too
late	JJ	late
.	SENT	.
too	RB	too
late	RB	late
for	IN	for
Cathy	NP	cathy
.	SENT	.
too	RB	too
late	RB	late
for	IN	for
Cathy	NP	cathy
.	SENT	.
too	RB	too
late	RB	late
for	IN	for
Cathy	NP	cathy
.	SENT	.
put	VV	put
my	PP$	my
coffee	NN	coffee
down	RB	down
.	SENT	.
with	IN	with
Eric	NP	eric
.	SENT	.
Eric	NP	eric
at	IN	at
Cathy	NP	cathy
house	NN	house
.	SENT	.
Julie	NP	julie
lollipops	NNS	<unknown>
!	SENT	!
lollipop	NN	lollipop
right	NN	right
there	RB	there
.	SENT	.
right	NN	right
there	RB	there
.	SENT	.
eat	VV	eat
it	PP	it
.	SENT	.
put	VV	put
it	PP	it
in	IN	in
your	PP$	your
mouth	NN	mouth
.	SENT	.
watch	VV	watch
.	SENT	.
then	RB	then
I	PP	i
'll	MD	will
get	VV	get
it	PP	it
.	SENT	.
there	EX	there
it	PP	it
is	VBZ	be
.	SENT	.
you	PP	you
leave	VVP	leave
it	PP	it
for	IN	for
my	PP$	my
get	VV	get
up	IN	up
.	SENT	.
I	PP	i
getting	VVG	get
up	IN	up
here	RB	here
.	SENT	.
I	PP	i
getting	VVG	get
up	IN	up
here	RB	here
.	SENT	.
I	PP	i
try	VVP	try
to	TO	to
get	VV	get
up	IN	up
here	RB	here
.	SENT	.
push	VV	push
me	PP	me
.	SENT	.
push	VV	push
me	PP	me
hard	JJ	hard
.	SENT	.
push	VV	push
me	PP	me
.	SENT	.
push	VV	push
me	PP	me
to	TO	to
the	DT	the
table	NN	table
.	SENT	.
oh	UH	oh
!	SENT	!
my	PP$	my
coffee	NN	coffee
's	POS	's
done	VVN	do
away	RB	away
.	SENT	.
yeah	UH	yeah
.	SENT	.
you	PP	you
get	VVP	get
a	DT	a
little	RB	little
more	RBR	more
orange	JJ	orange
juice	NN	juice
okay	JJ	okay
?	SENT	?
push	VV	push
me	PP	me
in	IN	in
again	RB	again
.	SENT	.
push	VV	push
me	PP	me
in	IN	in
again	RB	again
.	SENT	.
you	PP	you
push	VVP	push
me	PP	me
.	SENT	.
stop	VV	stop
!	SENT	!
push	VV	push
me	PP	me
again	RB	again
.	SENT	.
oh	UH	oh
.	SENT	.
I	PP	i
want	VVP	want
my	PP$	my
favority	NN	favority
!	SENT	!
I	PP	i
want	VVP	want
my	PP$	my
favority	NN	favority
!	SENT	!
do	VVP	do
n't	RB	not
take	VV	take
it	PP	it
off	IN	off
.	SENT	.
I	PP	i
want	VVP	want
to	TO	to
leave	VV	leave
that	IN	that
on	IN	on
.	SENT	.
I	PP	i
want	VVP	want
it	PP	it
.	SENT	.
I	PP	i
will	MD	will
get	VV	get
it	PP	it
.	SENT	.
I	PP	i
want	VVP	want
it	PP	it
!	SENT	!
I	PP	i
want	VVP	want
to	TO	to
do	VV	do
it	PP	it
.	SENT	.
get	VV	get
the	DT	the
tape	NN	tape
.	SENT	.
I	PP	i
'm	VBP	be
gon	VVG	gon
na	TO	na
tape	VV	tape
this	DT	this
man	NN	man
.	SENT	.
I	PP	i
'm	VBP	be
gon	VVG	gon
na	TO	na
tape	VV	tape
this	DT	this
man	NN	man
.	SENT	.
where	WRB	where
's	VVZ	's
the	DT	the
other	JJ	other
tape	NN	tape
?	SENT	?
let	VV	let
me	PP	me
have	VH	have
the	DT	the
tape	NN	tape
.	SENT	.
I	PP	i
putting	VVG	putt
tape	NN	tape
on	IN	on
there	RB	there
.	SENT	.
one	CD	one
two	CD	two
three	CD	three
four	CD	four
five	CD	five
six	CD	six
seven	CD	seven
eight	CD	eight
.	SENT	.
get	VV	get
out	IN	out
of	IN	of
here	RB	here
!	SENT	!
one	CD	one
two	CD	two
three	CD	three
.	SENT	.
get	VV	get
out	IN	out
of	IN	of
here	RB	here
!	SENT	!
what	WP	what
's	VVZ	's
the	DT	the
puppet	NN	puppet
doing	VVG	do
here	RB	here
?	SENT	?
what	WP	what
's	VVZ	's
the	DT	the
puppet	NN	puppet
doing	VVG	do
here	RB	here
?	SENT	?
you	PP	you
turn	VVP	turn
the	DT	the
record	NN	record
over	IN	over
off	IN	off
.	SENT	.
chicken	NN	chicken
right	NN	right
there	RB	there
.	SENT	.
right	NN	right
there	RB	there
.	SENT	.
strawberry	NN	strawberry
's	POS	's
right	NN	right
there	RB	there
.	SENT	.
where	WRB	where
's	VVZ	's
the	DT	the
blue	JJ	blue
shirt	NN	shirt
?	SENT	?
right	NN	right
there	RB	there
.	SENT	.
oh	UH	oh
.	SENT	.
take	VV	take
it	PP	it
out	IN	out
of	IN	of
here	RB	here
off	IN	off
.	SENT	.
get	VV	get
it	PP	it
out	IN	out
of	IN	of
here	RB	here
.	SENT	.
get	VV	get
it	PP	it
out	IN	out
.	SENT	.
I	PP	i
getting	VVG	get
it	PP	it
out	IN	out
of	IN	of
here	RB	here
.	SENT	.
get	VV	get
it	PP	it
out	IN	out
of	IN	of
here	RB	here
.	SENT	.
get	VV	get
it	PP	it
out	IN	out
of	IN	of
there	RB	there
.	SENT	.
my	PP$	my
Daddy	NP	daddy
's	POS	's
feeding	VVG	feed
me	PP	me
.	SENT	.
that	DT	that
man	NN	man
had	VHD	have
a	DT	a
beard	NN	beard
.	SENT	.
that	DT	that
man	NN	man
had	VHD	have
a	DT	a
beard	NN	beard
.	SENT	.
that	DT	that
man	NN	man
had	VHD	have
a	DT	a
good	JJ	good
girl	NN	girl
.	SENT	.
that	DT	that
man	NN	man
had	VHD	have
a	DT	a
beard	NN	beard
.	SENT	.
that	DT	that
man	NN	man
had	VHD	have
a	DT	a
beard	NN	beard
.	SENT	.
that	DT	that
man	NN	man
had	VHD	have
a	DT	a
beard	NN	beard
.	SENT	.
that	DT	that
man	NN	man
had	VHD	have
a	DT	a
beard	NN	beard
.	SENT	.
two	CD	two
four	CD	four
six	CD	six
seven	CD	seven
eight	CD	eight
nine	CD	nine
ten	CD	ten
.	SENT	.
get	VV	get
out	IN	out
of	IN	of
here	RB	here
!	SENT	!
six	CD	six
seven	CD	seven
eight	CD	eight
.	SENT	.
get	VV	get
that	IN	that
one	CD	one
